Sigma,Ancilla Count,Energies,Mean Probability,Variance
20,6,-0.13175862068965527,0.024150390625,0.0009942742347717286
20,6,-0.0644,0.02041015625,0.0015868949890136723
20,8,-2.0178,0.0041796875,8.36292266845703e-05
20,8,-1.9504413793103446,0.006181640625,0.00012798891067504885
20,8,-1.8830827586206895,0.1233203125,0.0041282859802246104
20,8,-1.8157241379310343,0.10447265625,0.0018615146636962888
20,8,-1.7483655172413792,0.00583984375,0.00015562019348144536
20,8,-1.681006896551724,0.00421875,3.9460754394531244e-05
20,8,-1.6136482758620687,0.006123046875,0.0001389714241027832
20,8,-1.5462896551724137,0.00119140625,1.1979675292968735e-05
20,8,-1.4789310344827586,0.003837890625,5.8307743072509756e-05
20,8,-1.4115724137931034,0.00412109375,9.100112915039058e-05
20,8,-1.3442137931034481,0.0054296875,0.00018685951232910155
20,8,-1.276855172413793,0.121201171875,0.001692116641998291
20,8,-1.2094965517241378,0.103203125,0.0016121364593505861
20,8,-1.1421379310344828,0.00626953125,0.00012150154113769542
20,8,-1.0747793103448275,0.00701171875,0.0003420806884765625
20,8,-1.0074206896551725,0.005224609375,0.00016065835952758792
20,8,-0.9400620689655173,0.033818359375,0.0011335545539855958
20,8,-0.872703448275862,0.22103515625,0.00019981803894042976
20,8,-0.805344827586207,0.008115234375,0.00022650613784790037
20,8,-0.7379862068965517,0.005556640625,0.0001441849708557129
20,8,-0.6706275862068967,0.0040234375,4.0059661865234376e-05
20,8,-0.6032689655172414,0.0034765625,9.990348815917966e-05
20,8,-0.5359103448275864,0.0062109375,0.0003023151397705078
20,8,-0.4685517241379311,0.00462890625,3.766288757324217e-05
20,8,-0.40119310344827586,0.004443359375,0.00022681474685668938
20,8,-0.3338344827586208,0.003076171875,2.7401447296142566e-05
20,8,-0.26647586206896556,0.097509765625,0.001199476718902588
20,8,-0.19911724137931053,0.121611328125,0.0037363759040832515
20,8,-0.13175862068965527,0.005244140625,0.00011519250869750977
20,8,-0.0644,0.005234375,0.00017646827697753915
